,ID,AGE GROUP,CHANNEL OF SALE,SALES
8321,210365195,26-35,phone,0
8322,611222534,26-35,internet,1
8323,248788213,46-55,internet,0
8324,237151770,26-35,internet,1
8325,410083293,56+,phone,0
8326,660576773,36-45,phone,0
8327,945923202,46-55,phone,1
8328,154966260,18-25,internet,1
8329,340706848,56+,phone,1
8330,328327153,36-45,phone,1
8331,669842500,26-35,phone,0
8332,879677211,56+,phone,1
8333,336147225,46-55,internet,0
8334,160063311,46-55,phone,0
8335,372165741,26-35,phone,0
8336,328484707,36-45,phone,1
8337,660118121,56+,phone,1
8338,253013805,36-45,phone,1
8339,815315437,36-45,phone,0
8340,422998311,36-45,phone,1
8341,268922855,56+,phone,0
8342,891531026,18-25,internet,1
8343,213615831,36-45,phone,1
8344,564715907,36-45,phone,1
8345,456042316,56+,phone,0
8346,612016310,36-45,phone,0
8347,635107489,36-45,phone,0
8348,925536442,46-55,phone,0
8349,657978888,26-35,internet,1
8350,629323010,26-35,phone,1
8351,149054495,36-45,internet,1
8352,101931965,46-55,internet,1
8353,332841702,26-35,internet,1
8354,832681471,46-55,phone,0
8355,661912470,26-35,internet,1
8356,816347200,18-25,internet,0
8357,788922463,18-25,internet,1
8358,935215800,36-45,phone,1
8359,443198766,26-35,internet,0
8360,695017940,26-35,internet,0
8361,575532339,56+,phone,1
8362,212902632,18-25,phone,0
8363,874027440,26-35,phone,1
8364,884525541,18-25,internet,0
8365,849261399,26-35,internet,1
8366,542722416,36-45,internet,1
8367,632048757,56+,phone,1
8368,192066806,56+,phone,0
8369,886129837,36-45,phone,0
8370,825951136,56+,phone,0
8371,595850298,56+,phone,0
8372,190363202,26-35,internet,1
8373,546543556,18-25,internet,0
8374,117997869,36-45,internet,0
8375,957207040,46-55,phone,1
8376,345050529,46-55,phone,1
8377,434598284,26-35,internet,0
8378,739632658,46-55,phone,0
8379,706581420,26-35,internet,0
8380,953464107,36-45,phone,1
8381,702548403,46-55,phone,0
8382,461009286,36-45,internet,0
8383,494077324,56+,phone,0
8384,982086867,26-35,phone,1
8385,294400374,18-25,internet,1
8386,748283877,36-45,phone,1
8387,209916824,46-55,internet,1
8388,461522377,56+,internet,0
8389,724683540,26-35,phone,0
8390,268110656,36-45,phone,1
8391,184194797,26-35,internet,0
8392,167206484,26-35,phone,1
8393,714305412,26-35,internet,0
8394,963026331,26-35,internet,0
8395,886768998,56+,phone,0
8396,258856547,26-35,internet,1
8397,928691052,36-45,phone,0
8398,149737982,18-25,internet,0
8399,914267260,26-35,internet,1
8400,577689967,26-35,phone,0
8401,303427210,46-55,internet,0
8402,834626384,36-45,phone,1
8403,153897063,36-45,phone,0
8404,989934082,26-35,phone,0
8405,525145145,46-55,phone,0
8406,963437947,46-55,phone,1
8407,513132028,36-45,phone,1
8408,809521859,56+,phone,1
8409,104892030,36-45,phone,1
8410,874071811,36-45,phone,1
8411,191810216,56+,phone,0
8412,638417291,18-25,phone,1
8413,412925474,46-55,phone,0
8414,804189534,56+,phone,0
8415,492445744,18-25,internet,0
8416,564661724,36-45,internet,1
8417,170539754,36-45,phone,0
8418,665473663,26-35,internet,0
8419,449806740,46-55,phone,0
8420,818152000,46-55,phone,0
8421,181611809,18-25,internet,1
8422,818857982,26-35,internet,0
8423,663002453,18-25,internet,1
8424,935449706,46-55,phone,0
8425,350858395,56+,phone,0
8426,428112835,36-45,phone,1
8427,143624880,56+,phone,1
8428,746143497,18-25,internet,1
8429,377355501,36-45,internet,0
8430,442896783,26-35,phone,0
8431,797610194,46-55,internet,0
8432,441374834,36-45,internet,0
8433,896936749,26-35,internet,0
8434,993084099,36-45,phone,0
8435,203930662,56+,internet,1
8436,130901636,26-35,internet,1
8437,595645311,26-35,internet,1
8438,115044627,56+,phone,1
8439,590751608,26-35,phone,1
8440,678228906,18-25,internet,0
8441,247488175,36-45,internet,1
8442,609227758,18-25,internet,0
8443,601508840,26-35,internet,0
8444,731711947,56+,phone,0
8445,229694768,46-55,phone,1
8446,730877009,18-25,internet,1
8447,366233170,56+,phone,1
8448,364698008,46-55,phone,0
8449,496496851,26-35,internet,1
8450,286352380,46-55,phone,1
8451,589336919,36-45,phone,0
8452,213912064,18-25,internet,1
8453,755159987,26-35,internet,0
8454,245917916,26-35,phone,1
8455,394189017,18-25,internet,0
8456,109949901,26-35,internet,1
8457,781110016,26-35,phone,1
8458,658737593,18-25,internet,1
8459,747487041,26-35,internet,0
8460,585818105,18-25,internet,0
8461,197944425,46-55,phone,1
8462,872398133,56+,phone,1
8463,741578324,36-45,phone,0
8464,161114457,56+,phone,1
8465,680740676,46-55,phone,1
8466,537291254,46-55,internet,0
8467,742258724,56+,internet,0
8468,162957405,36-45,internet,1
8469,568039248,46-55,internet,1
8470,380013219,26-35,internet,0
8471,149744647,36-45,phone,1
8472,845942798,26-35,phone,0
8473,197963900,56+,phone,0
8474,375908269,36-45,phone,1
8475,153662744,18-25,internet,1
8476,306657162,36-45,phone,1
8477,883172118,36-45,phone,0
8478,886051818,36-45,phone,1
8479,282906753,46-55,phone,1
8480,982338939,36-45,phone,0
8481,111202541,26-35,internet,1
8482,824108151,36-45,phone,1
8483,360933339,46-55,phone,0
8484,502645031,18-25,phone,1
8485,574333080,26-35,internet,0
8486,229054339,46-55,phone,1
8487,421212446,18-25,internet,1
8488,844983204,46-55,phone,0
8489,734275351,18-25,internet,0
8490,848170551,56+,phone,1
8491,982312645,46-55,phone,1
8492,395193409,46-55,phone,0
8493,430767664,36-45,phone,0
8494,243389643,36-45,internet,0
8495,805091305,26-35,internet,1
8496,325851870,18-25,internet,1
8497,874123057,26-35,internet,1
8498,728841690,46-55,internet,1
8499,487234110,36-45,phone,1
8500,940611736,26-35,internet,0
8501,790934203,26-35,internet,0
8502,993072442,56+,internet,1
8503,220134713,36-45,internet,1
8504,102873731,26-35,internet,1
8505,262052858,26-35,internet,1
8506,368990607,26-35,internet,1
8507,129912652,26-35,internet,0
8508,591153966,36-45,phone,1
8509,864841570,26-35,internet,0
8510,601177591,26-35,internet,0
8511,134119114,36-45,internet,1
8512,511512405,46-55,phone,0
8513,817445078,26-35,internet,1
8514,992377608,26-35,internet,0
8515,937566215,36-45,phone,1
8516,402652923,26-35,internet,1
8517,947954424,26-35,internet,0
8518,904866303,46-55,internet,1
8519,375343826,18-25,internet,0
8520,185103392,26-35,internet,1
8521,183898079,18-25,internet,1
8522,804971309,46-55,phone,1
8523,881949521,36-45,phone,0
8524,260280419,18-25,internet,1
8525,203802877,36-45,phone,0
8526,851436814,18-25,phone,0
8527,983882538,36-45,phone,0
8528,973331932,18-25,internet,1
8529,293989655,26-35,internet,1
8530,340732420,56+,internet,1
8531,389403779,46-55,phone,1
8532,508174584,18-25,internet,0
8533,196444169,26-35,phone,0
8534,708064664,26-35,internet,1
8535,229607181,26-35,internet,0
8536,465258181,56+,phone,1
8537,538135589,46-55,internet,1
8538,491723638,36-45,phone,0
8539,325001315,26-35,internet,1
8540,750197687,46-55,phone,0
8541,446788372,26-35,internet,0
8542,414316643,26-35,internet,0
8543,144245349,26-35,phone,0
8544,323083710,36-45,phone,0
8545,320839726,26-35,internet,0
8546,340953096,18-25,internet,1
8547,293719591,26-35,internet,1
8548,378362224,26-35,internet,1
8549,300376847,46-55,phone,0
8550,958974722,36-45,phone,0
8551,466843562,36-45,internet,0
8552,143584823,36-45,phone,0
8553,368377000,46-55,phone,1
8554,792737103,26-35,internet,1
8555,644297246,56+,internet,1
8556,687246606,26-35,internet,1
8557,198846233,26-35,internet,1
8558,847933494,26-35,phone,1
8559,618429592,26-35,internet,0
8560,419029854,36-45,phone,0
8561,259501717,26-35,internet,1
8562,940000407,36-45,phone,1
8563,918316501,26-35,internet,1
8564,694187126,36-45,internet,1
8565,491743771,26-35,internet,0
8566,355025621,36-45,internet,1
8567,602653017,18-25,internet,1
8568,266662917,46-55,phone,1
8569,725256489,26-35,internet,1
8570,453768142,46-55,phone,1
8571,187651803,56+,internet,1
8572,213011336,26-35,internet,0
8573,504908659,36-45,internet,1
8574,661645668,18-25,internet,1
8575,476121682,26-35,internet,1
8576,636556917,36-45,internet,0
8577,197415753,56+,phone,1
8578,757527246,36-45,phone,1
8579,698441884,46-55,phone,0
8580,433040225,46-55,phone,1
8581,828013446,36-45,phone,0
8582,125417166,18-25,internet,0
8583,733419491,18-25,internet,0
8584,229243194,46-55,internet,1
8585,792046312,26-35,internet,1
8586,134655686,46-55,internet,0
8587,632797540,26-35,internet,0
8588,225547988,36-45,phone,0
8589,437802320,56+,phone,1
8590,601144765,46-55,phone,1
8591,900494730,18-25,internet,0
8592,302332493,36-45,phone,0
8593,453741961,36-45,phone,0
8594,275154360,56+,phone,1
8595,734317145,26-35,internet,1
8596,862598310,18-25,phone,0
8597,752311582,26-35,internet,1
8598,870240500,26-35,phone,1
8599,807753950,46-55,internet,0
8600,146423073,26-35,internet,1
8601,393458443,46-55,internet,0
8602,833640721,56+,phone,0
8603,147648696,26-35,internet,1
8604,911521332,36-45,phone,0
8605,250933879,26-35,internet,0
8606,106274039,36-45,internet,1
8607,835806442,36-45,phone,1
8608,772761752,36-45,phone,0
8609,197000963,46-55,internet,1
8610,248951788,26-35,internet,0
8611,824655705,36-45,phone,1
8612,951162140,56+,phone,1
8613,561469988,46-55,phone,1
8614,601084194,36-45,phone,0
8615,991003045,26-35,internet,1
8616,384399944,56+,internet,0
8617,113311581,36-45,phone,0
8618,643718520,46-55,phone,1
8619,989708626,46-55,phone,0
8620,318761507,36-45,phone,0
8621,629708209,56+,phone,1
8622,274052976,26-35,internet,0
8623,679807670,26-35,phone,0
8624,340509276,26-35,internet,1
8625,627220429,18-25,internet,0
8626,631102757,26-35,internet,1
8627,213118729,36-45,phone,0
8628,619306700,36-45,phone,0
8629,606507184,46-55,phone,1
8630,650028116,26-35,internet,0
8631,823176289,36-45,phone,1
8632,309756665,26-35,internet,0
8633,284521824,36-45,phone,1
8634,292016822,36-45,phone,1
8635,539925528,36-45,phone,1
8636,587150444,26-35,phone,1
8637,824466421,26-35,internet,1
8638,780692553,36-45,internet,1
8639,556952932,46-55,internet,1
8640,970540420,18-25,internet,0
8641,481681867,46-55,phone,1
8642,499958288,56+,internet,1
8643,337781008,26-35,internet,1
8644,296298328,36-45,internet,0
8645,256502143,26-35,internet,1
8646,453438172,18-25,internet,0
8647,487786784,36-45,phone,0
8648,967429837,26-35,internet,1
8649,636036504,26-35,internet,1
8650,316820217,56+,phone,0
8651,608887931,36-45,internet,1
8652,780479260,36-45,phone,1
8653,889256306,36-45,phone,0
8654,487368842,26-35,internet,0
8655,838267359,36-45,phone,1
8656,337901114,56+,phone,1
8657,257482341,56+,internet,1
8658,485158851,36-45,phone,1
8659,778452886,18-25,internet,0
8660,397487537,26-35,internet,0
8661,755843030,18-25,internet,0
8662,662072813,46-55,phone,1
8663,246744894,56+,phone,1
8664,983101767,26-35,internet,0
8665,247389541,56+,internet,0
8666,649858883,26-35,phone,0
8667,400568133,26-35,internet,0
8668,677731151,26-35,internet,1
8669,402380811,36-45,phone,1
8670,862482735,56+,internet,0
8671,975128904,18-25,internet,0
8672,498969109,18-25,internet,1
8673,612218079,18-25,phone,1
8674,580139625,36-45,phone,1
8675,508886571,26-35,internet,0
8676,797761282,36-45,phone,1
8677,103180380,26-35,internet,1
8678,423967089,46-55,phone,1
8679,697703815,26-35,internet,1
8680,899932017,26-35,internet,0
8681,853141650,26-35,internet,0
8682,125809196,46-55,phone,0
8683,110232473,26-35,internet,1
8684,704866804,56+,internet,0
8685,189622270,26-35,internet,0
8686,921239469,36-45,phone,0
8687,380944586,56+,phone,0
8688,645858062,26-35,internet,0
8689,492749341,18-25,internet,0
8690,767650304,26-35,internet,0
8691,750234117,46-55,phone,1
8692,370639379,46-55,internet,0
8693,972296164,46-55,internet,1
8694,809086512,18-25,internet,1
8695,562757453,36-45,internet,1
8696,219725587,56+,phone,1
8697,487996956,26-35,internet,1
8698,418642940,36-45,phone,0
8699,253330696,26-35,internet,1
8700,127461263,18-25,phone,1
8701,721491043,56+,phone,1
8702,380927653,36-45,phone,1
8703,952887588,46-55,phone,0
8704,510374741,18-25,internet,1
8705,313935599,56+,phone,0
8706,285375353,56+,internet,1
8707,469438053,18-25,internet,1
8708,907072442,36-45,phone,1
8709,354839499,36-45,phone,0
8710,219527290,18-25,internet,0
8711,284673064,46-55,phone,1
8712,799004811,36-45,phone,1
8713,442110142,36-45,phone,1
8714,361587049,46-55,phone,0
8715,631710423,26-35,phone,0
8716,855020173,36-45,phone,0
8717,796847605,26-35,phone,0
8718,787789067,56+,phone,1
8719,677298243,18-25,internet,0
8720,405351225,46-55,phone,0
8721,733051217,46-55,phone,1
8722,855331746,36-45,internet,1
8723,464347089,18-25,internet,1
8724,378138513,26-35,internet,1
8725,335928696,46-55,phone,0
8726,410498148,36-45,phone,0
8727,613564975,46-55,phone,0
8728,765926860,18-25,internet,0
8729,634241720,18-25,phone,1
8730,674436853,18-25,internet,1
8731,595934676,56+,internet,1
8732,185320254,56+,phone,1
8733,230084661,26-35,internet,0
8734,762709902,56+,phone,0
8735,950891010,36-45,phone,0
8736,293558041,26-35,internet,1
8737,557382064,18-25,internet,0
8738,736002722,46-55,phone,1
8739,305242231,26-35,internet,1
8740,573405479,26-35,internet,1
8741,387854389,36-45,phone,1
8742,588033102,26-35,phone,1
8743,890244825,56+,phone,0
8744,302491559,56+,phone,0
8745,678351360,46-55,phone,1
8746,397043904,36-45,phone,0
8747,133695788,18-25,internet,0
8748,328949502,26-35,internet,0
8749,640209871,36-45,phone,1
8750,241260322,36-45,phone,0
8751,653374454,46-55,phone,1
8752,567333361,18-25,internet,0
8753,906895571,56+,phone,1
8754,216821623,46-55,phone,1
8755,768908769,26-35,internet,1
8756,176839033,26-35,phone,0
8757,226157009,46-55,internet,1
8758,628515791,56+,phone,0
8759,770383504,18-25,phone,1
8760,811466247,18-25,internet,0
8761,675924752,36-45,phone,1
8762,732481693,56+,phone,0
8763,383455157,36-45,phone,1
8764,340654560,36-45,phone,1
8765,428226176,46-55,phone,1
8766,643865580,56+,phone,1
8767,152794038,46-55,phone,1
8768,449580287,26-35,internet,1
8769,207556782,26-35,phone,0
8770,449207503,36-45,phone,1
8771,756842331,18-25,internet,1
8772,411468645,18-25,internet,0
8773,874630781,36-45,phone,1
8774,932289053,26-35,internet,0
8775,508229217,26-35,internet,0
8776,859383522,18-25,internet,1
8777,362462053,36-45,internet,0
8778,523481562,56+,internet,1
8779,140439170,36-45,internet,1
8780,169944383,18-25,phone,1
8781,659469244,36-45,phone,1
8782,738478058,26-35,internet,0
8783,339233100,26-35,internet,0
8784,803548454,56+,phone,1
8785,949148078,36-45,phone,0
8786,208836489,26-35,internet,1
8787,758379817,26-35,internet,1
8788,582487168,26-35,internet,1
8789,476376298,18-25,internet,1
8790,444811043,18-25,internet,1
8791,517761008,36-45,phone,0
8792,926604275,56+,phone,0
8793,306276127,26-35,internet,0
8794,315853539,26-35,internet,0
8795,635901018,56+,phone,0
8796,796509174,36-45,phone,0
8797,966226119,36-45,phone,0
8798,504689491,36-45,internet,0
8799,824221643,18-25,internet,0
8800,955855096,36-45,phone,1
8801,516211643,36-45,phone,1
8802,156064773,26-35,phone,1
8803,304133142,36-45,phone,0
8804,273766857,46-55,phone,0
8805,213002783,46-55,internet,1
8806,287572087,46-55,internet,1
8807,966785298,36-45,phone,1
8808,660492003,36-45,internet,1
8809,881483143,36-45,phone,0
8810,705394807,26-35,internet,1
8811,348869007,46-55,phone,1
8812,274280630,26-35,internet,1
8813,599751212,56+,phone,0
8814,322196832,36-45,internet,1
8815,692585530,36-45,phone,1
8816,214916947,18-25,internet,0
8817,664700626,56+,phone,1
8818,656823030,26-35,internet,0
8819,405885801,18-25,internet,1
8820,105369366,36-45,internet,1
8821,193078273,26-35,internet,1
8822,521896228,56+,phone,0
8823,904117982,26-35,phone,1
8824,332487337,18-25,phone,1
8825,582689313,26-35,phone,0
8826,171333270,26-35,internet,0
8827,669067608,36-45,internet,1
8828,142170197,46-55,phone,0
8829,904816864,46-55,internet,0
8830,660909403,26-35,internet,0
8831,212321712,18-25,internet,0
8832,990204252,36-45,phone,1
8833,120098830,26-35,phone,0
8834,864508581,26-35,internet,0
8835,945804257,36-45,phone,1
8836,505574353,26-35,internet,0
8837,705647732,36-45,internet,0
8838,990514709,36-45,phone,0
8839,742829893,56+,phone,1
8840,828306655,36-45,phone,1
8841,498934973,36-45,internet,1
8842,392346974,18-25,internet,1
8843,545603723,26-35,internet,0
8844,198778279,26-35,internet,0
8845,205660572,36-45,phone,0
8846,318289993,36-45,phone,1
8847,159821833,26-35,internet,0
8848,661078708,26-35,internet,0
8849,824110781,26-35,phone,0
8850,104353120,26-35,phone,0
8851,487732725,18-25,internet,1
8852,763407711,46-55,phone,1
8853,472071924,36-45,phone,1
8854,694345475,36-45,phone,1
8855,501317716,56+,phone,1
8856,445802436,46-55,internet,1
8857,101175414,36-45,phone,1
8858,943025612,26-35,internet,1
8859,454664257,36-45,phone,0
8860,206222347,46-55,internet,1
8861,638356949,46-55,phone,1
8862,486339714,18-25,internet,0
8863,164584265,36-45,phone,1
8864,906433310,46-55,phone,1
8865,835223034,56+,phone,0
8866,530847427,26-35,internet,1
8867,384804772,36-45,phone,1
8868,153929659,18-25,internet,1
8869,404587941,26-35,internet,0
8870,812677440,36-45,phone,1
8871,865569320,26-35,internet,0
8872,996211731,56+,phone,1
8873,724162894,56+,internet,0
8874,713526490,26-35,internet,0
8875,523236348,46-55,phone,0
8876,746002610,26-35,internet,0
8877,922923905,26-35,internet,0
8878,738339909,26-35,phone,0
8879,588364229,18-25,phone,1
8880,676955211,36-45,phone,1
8881,186940990,26-35,internet,1
8882,358125694,36-45,phone,1
8883,988434386,26-35,internet,1
8884,343472422,56+,phone,1
8885,829298176,18-25,internet,0
8886,394793099,18-25,internet,0
8887,756753262,18-25,internet,0
8888,843455780,18-25,internet,1
8889,583153070,46-55,internet,1
8890,428641929,26-35,phone,1
8891,388618254,56+,phone,0
8892,566269301,36-45,phone,0
8893,801577202,46-55,internet,1
8894,388294634,18-25,phone,0
8895,444877556,36-45,phone,1
8896,184348959,36-45,phone,0
8897,550668669,56+,phone,0
8898,537409096,36-45,phone,0
8899,557709945,46-55,phone,0
8900,219187109,36-45,internet,1
8901,888003776,36-45,phone,1
8902,586636037,56+,phone,1
8903,961389853,46-55,internet,0
8904,438770009,26-35,phone,1
8905,470972724,26-35,internet,1
8906,903427762,36-45,internet,0
8907,834028378,36-45,internet,0
8908,413636390,26-35,internet,1
8909,325377044,36-45,phone,1
8910,695464459,18-25,phone,1
8911,467944904,36-45,phone,0
8912,906067676,36-45,internet,1
8913,462730247,36-45,phone,1
8914,609454337,36-45,internet,0
8915,805789125,56+,phone,0
8916,529768367,36-45,internet,0
8917,617476705,56+,internet,0
8918,692823374,36-45,phone,0
8919,501298334,26-35,internet,0
8920,421608334,56+,internet,1
8921,963048938,26-35,phone,1
8922,168809615,18-25,phone,1
8923,419360199,36-45,internet,0
8924,833346684,46-55,phone,0
8925,732454788,36-45,phone,1
8926,257669587,36-45,phone,0
8927,495175992,26-35,internet,0
8928,315257985,56+,phone,1
8929,907801436,36-45,internet,1
8930,545093672,26-35,internet,0
8931,340566786,18-25,phone,0
8932,742555366,56+,phone,1
8933,212869829,36-45,phone,0
8934,391387398,56+,phone,0
8935,244115781,36-45,phone,1
8936,951852547,26-35,internet,0
8937,254205614,56+,phone,1
8938,289365569,36-45,phone,1
8939,525190612,36-45,phone,1
8940,946718936,36-45,phone,1
8941,248096204,36-45,phone,1
8942,228208303,26-35,internet,1
8943,283288943,26-35,internet,0
8944,360898079,18-25,internet,1
8945,324109296,36-45,internet,0
8946,819885878,56+,phone,1
8947,385778926,36-45,phone,1
8948,360875443,26-35,internet,1
8949,343660085,56+,internet,0
8950,174424167,26-35,internet,1
8951,630101059,18-25,internet,1
8952,884650227,56+,phone,0
8953,769974071,18-25,internet,0
8954,578632378,56+,phone,0
8955,911531978,26-35,internet,1
8956,573364054,18-25,internet,0
8957,458456175,26-35,phone,1
8958,306813695,36-45,phone,1
8959,397653683,26-35,internet,0
8960,677106286,36-45,phone,1
8961,292772025,26-35,internet,1
8962,710413900,18-25,internet,1
8963,733124442,18-25,internet,1
8964,337778103,46-55,phone,1
8965,275251783,26-35,internet,0
8966,549749657,18-25,phone,1
8967,929552630,26-35,phone,1
8968,469140950,56+,phone,1
8969,300516656,26-35,internet,1
8970,567392556,56+,phone,0
8971,565783861,36-45,phone,1
8972,549513899,56+,phone,0
8973,647690420,18-25,phone,0
8974,726330292,56+,internet,1
8975,354772691,56+,phone,0
8976,770804918,26-35,phone,0
8977,779876252,46-55,phone,0
8978,175826124,26-35,internet,0
8979,237036755,56+,phone,1
8980,316835934,56+,phone,1
8981,498174836,36-45,phone,0
8982,348007430,46-55,phone,0
8983,678387228,18-25,phone,1
8984,313259177,56+,phone,1
8985,488730827,18-25,internet,0
8986,586244411,46-55,phone,0
8987,932553085,46-55,phone,0
8988,969192408,46-55,phone,0
8989,889034517,18-25,phone,0
8990,242633087,36-45,phone,1
8991,250388428,18-25,phone,0
8992,927096251,36-45,phone,1
8993,894535920,26-35,internet,1
8994,370241609,36-45,phone,1
8995,605749734,36-45,phone,1
8996,384074913,18-25,internet,0
8997,664017476,46-55,phone,1
8998,464788460,56+,phone,0
8999,148074674,56+,phone,1
9000,798507390,18-25,internet,1
9001,960693464,36-45,phone,0
9002,744737623,56+,phone,0
9003,129018748,26-35,internet,0
9004,276553496,26-35,internet,1
9005,419010049,18-25,internet,1
9006,101407893,56+,phone,0
9007,589756173,18-25,internet,0
9008,660528996,26-35,internet,1
9009,715643526,26-35,internet,0
9010,826571751,26-35,internet,0
9011,569444004,46-55,phone,0
9012,652054216,26-35,internet,1
9013,791771164,46-55,internet,1
9014,609819324,36-45,phone,0
9015,324629515,26-35,internet,1
9016,948290498,46-55,phone,1
9017,103695741,36-45,phone,1
9018,401521357,46-55,phone,0
9019,372602481,26-35,internet,1
9020,314238859,26-35,internet,0
9021,665712942,26-35,internet,0
9022,934792065,46-55,phone,1
9023,376316544,26-35,phone,1
9024,552102434,36-45,phone,1
9025,316509323,26-35,internet,1
9026,545013489,46-55,phone,1
9027,589211468,56+,phone,0
9028,943953096,26-35,internet,1
9029,784488984,26-35,internet,1
9030,303091148,56+,phone,0
9031,817271300,26-35,phone,0
9032,478508691,26-35,phone,1
9033,818802980,46-55,internet,0
9034,867472194,26-35,internet,1
9035,355190938,36-45,phone,0
9036,211214183,56+,internet,1
9037,800063970,26-35,phone,1
9038,670307630,56+,phone,1
9039,393292975,26-35,internet,1
9040,997866323,36-45,phone,1
9041,112552436,18-25,internet,0
9042,483056235,26-35,phone,1
9043,692403444,46-55,phone,0
9044,626611474,18-25,phone,1
9045,224789854,26-35,phone,1
9046,275018730,56+,phone,1
9047,958928117,26-35,internet,1
9048,964874952,46-55,phone,0
9049,945745857,36-45,internet,0
9050,842910239,36-45,phone,1
9051,691138419,18-25,internet,0
9052,489798366,36-45,internet,1
9053,222904401,26-35,internet,1
9054,751692159,36-45,phone,1
9055,536155408,36-45,phone,0
9056,656445307,46-55,phone,0
9057,738108100,18-25,phone,1
9058,101428447,36-45,phone,0
9059,151180898,26-35,internet,0
9060,833159321,36-45,phone,0
9061,331884560,56+,phone,0
9062,360405762,36-45,phone,0
9063,144580805,26-35,internet,0
9064,335980634,36-45,phone,0
9065,296451290,26-35,internet,0
9066,767083380,36-45,phone,0
9067,806558590,26-35,internet,0
9068,747908420,26-35,internet,0
9069,221030843,18-25,phone,0
9070,142101571,18-25,internet,0
9071,772398949,36-45,phone,1
9072,698517118,46-55,phone,1
9073,438629072,56+,internet,0
9074,243801206,36-45,phone,1
9075,564114062,18-25,internet,0
9076,586178043,36-45,phone,1
9077,409977233,26-35,internet,1
9078,871096243,26-35,internet,1
9079,774454350,26-35,internet,0
9080,516858646,26-35,internet,1
9081,428139053,36-45,phone,1
9082,981077722,26-35,internet,0
9083,577297034,26-35,internet,0
9084,232129326,56+,internet,0
9085,191867306,36-45,phone,1
9086,359508008,26-35,internet,0
9087,400344362,36-45,internet,1
9088,655650931,26-35,internet,0
9089,157640942,56+,phone,0
9090,648437862,56+,phone,0
9091,529654586,36-45,phone,1
9092,822357811,26-35,phone,1
9093,790268596,56+,phone,1
9094,595671886,26-35,internet,0
9095,414026154,26-35,phone,0
9096,565760980,56+,phone,0
9097,490126167,26-35,internet,1
9098,502826802,26-35,phone,1
9099,602890055,18-25,internet,1
9100,159052577,36-45,phone,1
9101,582674245,26-35,internet,1
9102,991008744,36-45,phone,0
9103,749720841,56+,internet,0
9104,467711733,46-55,phone,0
9105,552121036,18-25,internet,0
9106,120230466,36-45,phone,0
9107,339513827,26-35,internet,0
9108,896055210,18-25,internet,0
9109,514691757,56+,phone,0
9110,425370111,46-55,internet,0
9111,652065818,36-45,phone,1
9112,974122215,36-45,phone,0
9113,799639068,56+,phone,1
9114,989956362,56+,phone,1
9115,758271404,26-35,internet,0
9116,831573307,36-45,phone,0
9117,913007672,36-45,phone,0
9118,387642990,18-25,internet,0
9119,596813515,26-35,internet,1
9120,115365370,26-35,internet,1
9121,328641455,46-55,phone,0
9122,759804905,56+,phone,1
9123,689559691,26-35,phone,0
9124,247188114,26-35,internet,0
9125,363936639,18-25,phone,0
9126,356720707,46-55,phone,1
9127,355776803,36-45,internet,1
9128,775749405,26-35,phone,0
9129,217703611,56+,phone,1
9130,294558007,36-45,phone,0
9131,227608420,26-35,phone,1
9132,610784754,26-35,internet,0
9133,165444085,36-45,phone,0
9134,347609515,26-35,internet,1
9135,712709015,18-25,phone,0
9136,604081841,18-25,internet,0
9137,112769115,46-55,phone,1
9138,193754829,56+,phone,0
9139,714549272,26-35,internet,0
9140,444101837,56+,phone,0
9141,661984128,26-35,internet,0
9142,691784973,36-45,phone,1
9143,779940619,18-25,internet,0
9144,345910092,26-35,internet,0
9145,519953015,26-35,internet,1
9146,876937929,36-45,internet,1
9147,263669086,26-35,internet,0
9148,234333968,46-55,phone,0
9149,594042666,26-35,internet,1
9150,693893725,46-55,phone,0
9151,466259687,26-35,internet,1
9152,531041704,36-45,internet,1
9153,808801894,26-35,phone,1
9154,718336866,18-25,internet,0
9155,608662086,26-35,internet,1
9156,463677898,26-35,internet,0
9157,763495857,56+,internet,1
9158,601264961,36-45,phone,1
9159,536418811,36-45,internet,1
9160,654012245,26-35,phone,1
9161,866382696,36-45,phone,0
9162,190745180,36-45,phone,0
9163,610655308,36-45,phone,1
9164,234943791,46-55,phone,1
9165,354779350,46-55,phone,0
9166,614725863,26-35,internet,0
9167,517162763,26-35,internet,1
9168,469856253,56+,phone,0
9169,116424578,46-55,phone,0
9170,590076467,46-55,phone,0
9171,165468441,56+,internet,1
9172,648747122,46-55,phone,1
9173,378316444,56+,phone,0
9174,469503778,18-25,internet,0
9175,672476750,26-35,phone,0
9176,173053917,26-35,internet,1
9177,821336961,18-25,internet,1
9178,363414822,18-25,phone,0
9179,182453610,18-25,internet,0
9180,734267445,46-55,internet,1
9181,489209463,46-55,phone,1
9182,466428052,56+,phone,0
9183,455905943,18-25,phone,1
9184,130675563,36-45,internet,1
9185,176924262,18-25,internet,1
9186,529875102,26-35,internet,0
9187,976798296,36-45,phone,1
9188,130830169,26-35,internet,0
9189,459236389,26-35,internet,1
9190,578481701,46-55,phone,1
9191,489414226,26-35,internet,1
9192,750512412,36-45,phone,0
9193,679332278,18-25,internet,0
9194,840758296,18-25,internet,1
9195,854172798,36-45,phone,0
9196,707901727,26-35,internet,0
9197,404255455,26-35,internet,1
9198,162352401,46-55,phone,1
9199,310033278,26-35,internet,1
9200,745257733,36-45,internet,1
9201,445917400,18-25,phone,1
